"","local_date","next_area_fip","inflow_cases","next_area_active_cases","next_area_cmi","2013","2016","2020","2060","2068","2070","2090","2105","2110","2122","2158","2164","2170","2180","2230","2261","2282","6013","6053","6081","13063","30101","32003","34001","34015","35001","36029","39095","41007","41017","41051","42101","48029","49005","49035","49049","51700","53027","53033","53053","53057","53061","53063","53073"
"223",2020-06-05,2158,0.05324592,NA,2.51853113986812,NA,NA,0.05324592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2020-06-10,2158,0.12089851492,NA,2.35322722084404,NA,NA,0.12089851492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2020-06-11,2158,0.12259254696,NA,2.5154377872315,NA,NA,0.12259254696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2020-06-12,2158,0.031637508,NA,2.55380525242198,NA,NA,0.031637508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2020-04-22,2164,0.044341779,NA,2.54106398442849,NA,NA,0.03422464,NA,NA,NA,NA,NA,NA,0.010117139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2020-05-02,2164,0.019744747,NA,2.75112843297227,NA,NA,0.019744747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2020-05-16,2164,0.02176824,NA,3.68852546187028,NA,NA,0.02176824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2020-05-20,2164,0.020967398,NA,3.35326928215866,NA,NA,0.020967398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2020-05-21,2164,0.025656682,NA,3.14249803864798,NA,NA,0.020887204,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004769478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2020-05-22,2164,0.031040318,NA,2.65383241024384,NA,NA,0.021323726,NA,NA,NA,NA,NA,NA,0.009716592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2020-05-26,2164,0.05945754475,NA,3.10729438432933,NA,NA,0.04243309,NA,NA,NA,NA,NA,NA,0.01173709975,NA,NA,0.005287355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2020-05-28,2164,0.041259677,NA,3.13865285712293,NA,NA,0.021362193,NA,NA,NA,NA,NA,NA,0.01471264,NA,NA,0.005184844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2020-05-30,2164,0.03902523648,NA,3.18797955740001,NA,NA,0.0235347,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01549053648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2020-05-31,2164,0.024668325,NA,2.71540973639767,NA,NA,0.024668325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2020-06-01,2164,0.067596401,NA,3.10664432997123,NA,NA,0.023671188,NA,NA,NA,NA,NA,NA,0.043925213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2020-06-06,2164,0.950736779739,NA,3.25565000090866,NA,NA,0.08866316062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128756898837,0.112053405167,NA,NA,NA,NA,NA,NA,0.507937342115,NA,NA,NA,NA,NA,NA,0.113325973,NA,NA,NA,NA,NA
"239",2020-06-07,2164,0.059030752,NA,3.01998293233796,NA,NA,0.059030752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2020-06-08,2164,0.13182863481,NA,2.79388714681621,NA,NA,0.087323931,NA,NA,NA,NA,NA,NA,0.03598400781,NA,NA,0.008520696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2020-06-09,2164,0.066146482,NA,2.7939341313665,NA,NA,0.029372004,NA,NA,NA,NA,NA,NA,0.036774478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2020-06-10,2164,0.06919631792,NA,2.31285860044528,NA,NA,0.06044925892,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008747059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2020-06-11,2164,0.24476066105,NA,2.89747194584214,NA,NA,0.061296272,NA,NA,NA,NA,NA,NA,0.07698543405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106478955,NA,NA,NA,NA,NA
"244",2020-06-12,2164,0.031637508,NA,2.71457647813451,NA,NA,0.031637508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2020-04-22,2180,0.02189472,1,2.9132290737392,NA,NA,0.01711232,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0047824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2020-04-24,2180,0.016929884,1,2.59044087665854,NA,NA,0.016929884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2020-04-27,2180,0.017363324,1,2.58498032136208,NA,NA,0.017363324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2020-05-04,2180,0.059730651,1,2.71859308292471,NA,NA,0.038646315,NA,NA,NA,NA,NA,NA,0.021084336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2020-05-06,2180,0.019274622,1,2.71228305790828,NA,NA,0.019274622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2020-05-13,2180,0.0592885519,1,2.88737649716421,NA,NA,0.0592885519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2020-05-15,2180,0.020346495,1,2.97987559921828,NA,NA,0.020346495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2020-05-17,2180,0.02168361,1,2.34538430371703,NA,NA,0.02168361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2020-05-20,2180,0.10974582219,1,2.79851866038171,NA,NA,0.10483698798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00490883421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2020-05-21,2180,0.062661612,1,2.8957963334388,NA,NA,0.062661612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2020-05-22,2180,0.042647452,2,2.77247075081593,NA,NA,0.042647452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2020-05-23,2180,0.024162634,3,2.66847279890754,NA,NA,0.024162634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2020-05-25,2180,0.191219323987,3,2.67573371247813,NA,NA,0.044655736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037139823987,NA,NA,NA,NA,NA,NA,NA,0.109423764,NA,NA,NA,NA,NA
"258",2020-05-26,2180,0.06893699,3,2.83059431515924,NA,NA,0.063649635,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005287355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2020-05-27,2180,0.05013685717,3,2.3139825192927,NA,NA,0.020973148,NA,NA,NA,0.02916370917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2020-05-29,2180,0.121258978,3,3.03539216654714,NA,NA,0.021716563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099542415,NA,NA,NA,NA,NA
"261",2020-05-30,2180,0.0235347,3,2.86274430907181,NA,NA,0.0235347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2020-06-01,2180,0.245753991632,3,2.96980009485472,NA,NA,0.071013336,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006555836,NA,NA,NA,NA,NA,NA,NA,0.064037821632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104146998,NA,NA,NA,NA,NA
"263",2020-06-03,2180,0.0779992585,3,3.19461684375465,NA,NA,0.0514667525,NA,NA,NA,NA,NA,NA,0.026532506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2020-06-05,2180,0.02662296,3,3.08217509964115,NA,NA,0.02662296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2020-06-09,2180,0.088116295,4,2.9574120223898,NA,NA,0.088116295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2020-06-10,2180,0.06044925892,4,3.04008871257639,NA,NA,0.06044925892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2020-04-22,2261,0.3828794229,NA,2.90890391457148,NA,NA,0.290909104,NA,NA,NA,NA,NA,NA,0.0202342989,NA,NA,0.07173602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2020-04-23,2261,0.404691532,NA,2.69016352366655,NA,NA,0.291582828,NA,NA,NA,0.079591824,NA,NA,NA,NA,NA,0.03351688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2020-04-24,2261,0.56332096168,NA,2.75038177069583,NA,NA,0.440177476,NA,NA,NA,0.05286340878,NA,NA,0.0291560149,NA,NA,0.041124062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2020-04-25,2261,1.0907918352,NA,2.78286309982107,NA,NA,0.8596490992,NA,NA,NA,0.159999996,NA,NA,NA,NA,NA,0.07114274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2020-04-26,2261,0.7612729133,NA,2.32967094591956,NA,NA,0.5367662764,NA,NA,NA,0.137105211,NA,NA,0.0376051439,NA,NA,0.049796282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2020-04-27,2261,0.4849440358,NA,2.94189776730077,NA,NA,0.2778125327,NA,NA,NA,0.1090030861,NA,NA,0.02954899,NA,NA,0.068579427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2020-04-28,2261,0.2767273515,NA,2.83984766754601,NA,NA,0.15771672,NA,NA,NA,0.0555748816,NA,0,0.0389144909,NA,NA,0.024521259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2020-04-30,2261,0.5415474703,NA,2.80340942329742,NA,NA,0.3085780075,NA,NA,NA,0.1356852,NA,NA,0.0383644599,NA,NA,0.0589198029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2020-05-01,2261,0.957783144,NA,3.01248360413311,NA,NA,0.636532836,NA,NA,NA,0.135318,NA,0.036734688,0.08587786,NA,NA,0.06331976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2020-05-02,2261,1.7279315292,NA,2.99558911182628,NA,NA,1.2636631202,NA,NA,NA,0.227528109,NA,NA,0.098302058,NA,NA,0.138438242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2020-05-03,2261,0.578037681,NA,2.77627298685901,NA,NA,0.501975039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076062642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2020-05-04,2261,0.471434713,NA,2.96474733364736,NA,NA,0.289847455,NA,NA,NA,0.084257982,NA,NA,0.021084336,NA,NA,0.07624494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2020-05-05,2261,0.513689263,NA,3.02340410331306,NA,NA,0.326416794,NA,NA,NA,0.140576229,NA,NA,NA,NA,NA,0.04669624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2020-05-06,2261,0.6118056246,NA,2.91558607516334,NA,NA,0.5011400046,NA,NA,NA,NA,NA,NA,0.040424462,NA,NA,0.070241158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2020-05-07,2261,0.388514921,NA,2.95851136981083,NA,NA,0.295045795,NA,NA,NA,NA,NA,NA,0.041728764,NA,NA,0.051740362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2020-05-08,2261,0.931655114,NA,3.03549573671853,NA,NA,0.67263648,NA,NA,NA,0.11195577,NA,NA,0.038979108,NA,NA,0.108083756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2020-05-10,2261,1.078640981,NA,2.78146190293836,NA,NA,0.996068179,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082572802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2020-05-11,2261,0.70039987066,NA,2.98703248447786,NA,NA,0.52197807,NA,NA,NA,0.1143654,NA,NA,0.02179295866,NA,NA,0.042263442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2020-05-12,2261,0.48591764936,NA,2.86908042067192,NA,NA,0.375455029,NA,NA,NA,0.05834226036,NA,NA,NA,NA,NA,0.05212036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2020-05-13,2261,0.803144317,NA,3.07614629118897,NA,NA,0.652173841,NA,NA,NA,0.085565196,NA,NA,NA,NA,NA,0.06540528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2020-05-14,2261,0.67177689,NA,3.00938608985413,NA,NA,0.49417404,NA,NA,NA,0.08553543,NA,NA,0.032242298,NA,NA,0.059825122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2020-05-15,2261,1.0862853895,NA,3.14992179638597,NA,NA,0.8952420555,NA,NA,NA,NA,NA,NA,0.077704198,NA,NA,0.113339136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2020-05-16,2261,1.4518235453,NA,3.06439365666692,NA,NA,1.0666443255,NA,NA,NA,0.204634608,NA,NA,0.0562180498,NA,NA,0.124326562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2020-05-17,2261,1.031359254,NA,2.9495413533515,NA,NA,0.932391954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0989673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2020-05-18,2261,0.946639629013,NA,2.96700785096537,NA,NA,0.537931095,NA,NA,NA,NA,NA,NA,0.031776602,NA,NA,0.087215984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289715948013,NA,NA,NA,NA,NA
"292",2020-05-19,2261,0.6890903679,NA,3.10406004732979,NA,NA,0.584302377,NA,NA,NA,NA,NA,NA,0.035415648,NA,NA,0.0693723429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2020-05-20,2261,0.6201171632,NA,3.13763954248367,NA,NA,0.5661199682,NA,NA,NA,NA,NA,0,NA,NA,NA,0.053997195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2020-05-21,2261,1.3304457478,NA,3.15805913301623,NA,NA,0.877261962,NA,NA,NA,0.14490223,NA,0.160427826,NA,NA,NA,0.1478537298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2020-05-22,2261,1.9497685404,NA,2.99024230446927,NA,NA,1.4500157718,NA,NA,NA,0.294744288,NA,NA,NA,NA,NA,0.2050084806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2020-05-23,2261,2.2337835918,NA,2.82536423625353,NA,NA,1.5464113636,NA,NA,NA,0.3769871703,NA,0.0449275219,NA,NA,NA,0.265457536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2020-05-24,2261,1.6714087897,NA,2.61429111888677,NA,NA,1.049794606,NA,NA,NA,0.3735933584,NA,NA,0.0722619576,NA,NA,0.1757588677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2020-05-25,2261,1.3939304862,NA,2.84710971636847,NA,NA,0.8931137504,NA,NA,NA,0.2980251037,NA,NA,0.0795861475,NA,NA,0.1232054846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
